Country Name,Country Code,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Guinea-Bissau,GNB,24401.9884282,26269.0427145,29115.613315999995,32013.104118000003,35042.034840600005,35156.7361656,38375.501500000006,42967.790720000005,47791.8428383,52575.163,57805.2504,108973.877,252801.23400000003,277806.656,301780.376,450997.890896,567105.7479300001,587587.044877,664652.33943,1808119.9981979998
Equatorial Guinea,GNQ,7594.6695381,10892.731029300001,12668.368621700001,16132.4483328,19738.446,24189.834899999998,71345.1,142811.025,180352.921656,220779.75199999998,264007.5608,309976.3836,358646.6308,409972.7104,710727.822024,820619.7566489999,944079.714084,1065097.937382,1205116.1441849999,1560979.3697079998
Greece,GRC,2346591.2022,2636955.36,3554066.745,3964192.1124,4231735.262,4709375.208000001,4937875.404,5735680.333500001,6082487.5577,6564466.112893001,6884800.162149,7232137.15305,7444892.068509,7516767.79347,7753262.230688,8113149.7583840005,8357296.197641999,8296225.050201,8680427.817574,8845811.169976
Grenada,GRD,21395.167038,22482.082452,23564.4846,24635.353799999997,25705.692799999997,26756.587000000003,30128.22,33623.7,36088.0,39720.45,58892.112,60204.9,61364.29,62567.39600000001,71034.27399999999,80736.925682,85240.258516,82983.13795199999,93408.22591499999,101109.395385
Greenland,GRL,31926.50189,32853.43079,33702.011558,34538.1385,35385.2496,35387.7409,35850.15,36409.6,36867.4176,37165.814,37548.765,37933.288455999995,38487.915674,39029.7099,28823.8335,32051.960850000003,34040.003116500004,34546.149605,38047.804839000004,49874.47182
Guatemala,GTM,653177.502,745994.853,868884.835,996598.92,1156619.442,1322051.823,1522511.76,1819431.4980000001,2414343.52,3031305.389,3669523.65,4600804.316837001,5614235.194680001,6279028.302999999,6990959.275,7594259.57003,8246864.325975001,8947435.238400001,9710012.546711,16141092.605738
Guam,GUM,59236.64457999999,63378.979634999996,72284.209246,76271.546835,80226.396591,84153.33065999999,89988.48879999999,96095.311,102350.45020199999,108541.76400000001,114632.15219999998,120611.51699999999,126475.8333,131618.44195,75320.377,85354.52904000001,97824.732344,107990.74118000001,115395.24353999998,150527.085204
Guyana,GUY,28209.466,43372.098,67547.974,104446.81800000001,137338.292,179750.466,224027.544,223845.9,227617.84,232506.51,241353.28,257985.54,272281.21679999994,328140.533,404485.11600000004,493483.315,590602.1006530001,661124.3051120001,700990.2878309999,758192.925501
High income,HIC,628615720.3202018,679589064.651,719819048.947,797439394.025,839611628.2939999,875015330.2080001,913219242.81,936965956.83,986420239.758,1011274226.8640001,1041393150.49,1065540001.662,1129323676.8,1158943159.842,1191587449.8240001,1211834289.852,1250572351.5,1266429551.046,1281593643.48,1303833392.603
"Hong Kong SAR, China",HKG,3825887.2165000006,3876710.8,4169116.8,4481762.4,4640852.6,4839123.2,5057424.0,5105695.2,5212422.9,5326743.8,5773934.1585,6193842.689200001,6418013.6603999995,6610696.3188,6745154.4924,6888002.7286,6913424.011,6900647.223199999,7023870.669600001,6830366.843300001
Honduras,HND,408743.664,486093.075,597232.8960000001,736471.012,769208.3520000001,802610.1020000001,927775.8702,1357952.6970000002,1579171.7712,1582291.4840000002,2084518.06,2506958.3904750003,2779306.39116,3042871.982046,3519391.44921,3916637.9405719996,4578965.06612,5348688.354477,6248344.20672,9385628.995806001
Heavily indebted poor countries (HIPC),HPC,4837318.151704911,6511114.4962193975,8519288.323956268,13230454.6983428,13256094.283488752,16767567.60986467,21431262.36678209,25961171.490052253,33328764.61147038,41613432.60415576,56105071.86700886,82384092.96145709,105440335.10225774,123621502.79928175,148653964.40617573,164310792.29137325,206161359.61925274,240785057.15339768,276476723.445771,786183866.628986
Croatia,HRV,1330551.86,1428382.053,1637378.1882,1786153.9248,1906613.492,2177560.5497999997,2429063.9685,2473771.4538,2638871.9392,2826041.3208720004,2880947.515042,2899772.32625,2985581.423591,2711630.523534,3003332.18115,3123169.7132200003,3065641.367054,3151827.2217400004,3164386.258956,3212848.9426320004
Haiti,HTI,481266.47131379996,577764.8890259999,626357.5535200001,674877.312,724338.8239999999,784856.061,820535.7077999999,892341.36,986837.5580000001,1083570.372,1182548.79,1494300.364,2433092.196,2942429.088,3559873.5864319997,4360109.0970600005,4092170.1406055004,4429834.603799072,9847914.995632,10164760.926187001
Hungary,HUN,2803722.3003999996,3930929.2305,4739586.722,5359730.74,6123294.68,6214043.0,6500014.95,6782768.705399999,7001791.499600001,7186720.594997999,7464298.768975999,7169139.914716,7778535.745662,7512312.844830001,7436701.659615999,7853232.131097001,8265318.309087999,8606925.061528,8597267.700356,8772063.689186001
IBRD only,IBD,308329539.07274026,366625146.615,451435667.83,593685321.9,743206016.394,909017632.089,1109178736.75,1282181575.246,1432156069.676,1557927761.84,1685637279.508,1833428780.12,1987955362.935,2140054086.3969998,2341277089.117,2645760785.304,3064242760.4839997,3252611050.26,3386012916.774,3575758518.972
IDA & IBRD total,IBT,330190218.1005856,395458634.124,490004799.85600007,643359675.165,806529292.887,979861054.4449998,1198835698.728,1387915463.2745001,1558061334.1020002,1707658227.99,1872965207.043,2060267224.428,2264363249.478,2466710298.3374996,2731304723.2655,3092988004.288,3587137100.233,3844735735.34,4056747708.0255003,4328001958.495
IDA total,IDA,21438300.597632855,28124775.459000003,36663460.596,48291781.41,57700939.506000005,68923639.02200001,84955907.465,100202512.854,119041778.68200001,143080345.062,180664988.4425,222982170.71150002,270366803.9325,319777817.2145,379858990.437,442532781.28400004,516782177.76949996,588435203.44,664483999.862,745395760.4290001
IDA blend,IDB,14902706.00473577,19217901.915,24081620.805,28315095.984,32302300.94,37415397.77,45191903.19900001,52788258.958000004,61651084.616,73911407.96599999,87139949.58399999,98099776.23400001,108837430.205,119980919.52600001,135004618.9,155829266.46,173879733.969,201763228.973,236791849.377,262790548.77
Indonesia,IDN,5926753.861282101,8316043.00733,11147351.7096612,13717066.887129901,19014453.9384444,16830825.9376,26896541.162399996,30634919.9296,36691825.83,38224358.5698,44379870.26536801,57759982.909123,67340797.568132,86448680.63756399,107723204.338916,129951820.73518601,147648408.98149002,171879205.02538502,185379361.883534,194607146.329628
IDA only,IDX,6444970.385306346,8513343.975,13073424.84,20515825.3035,25546372.628,31721736.431999996,40067840.064,47802632.2025,57846001.99599999,70241686.809,94608945.6585,124277466.0465,160744638.974,199968967.35,245503179.39600003,287339328.14599997,344097493.5185,386068574.02900004,427044320.1675,483798056.78
India,IND,22448782.684998203,27574478.842785403,32905117.25895,47031702.8295,52907376.22319999,62746867.353599995,93261117.3,127005352.86780001,141932869.722,159387029.85300002,177157420.785,197875650.20200002,221750808.84,247457646.8,276049410.61903197,410090364.16332,608811820.98553,892051533.51888,925744668.5914301,647188430.1068125
Ireland,IRL,1505589.9138,1730940.2153999999,2342782.5862000003,2690318.145186,2933468.0496000005,3055935.675,3185268.2675,3430024.9076,3537960.7836,3618029.6722319997,3888826.30758,3925889.593236,3970704.725,4043686.34232,4234569.787316,4292880.73434,4586546.4546179995,4754125.38784,4937918.458500001,2760373.5750857145
"Iran, Islamic Rep.",IRN,5262198.0684,5818104.855,6429204.637200001,7064870.7656000005,9076807.320799999,10551179.85,12309913.877999999,14892883.62,18040932.834000003,24084198.457,32073988.78112,37455487.7627,44610566.973104,54454534.33176,60455351.303988,63069702.440832004,66292518.151657,69522209.982016,73156528.10382,53469932.51023399
Iraq,IRQ,248200.902,255667.032,272527.6636116,264041.9451,289710.36,318616.98360000004,776134.15,1608071.2,2389493.7819999997,3245942.9879999994,4256364.020727,5709201.32,7655455.772999999,19416917.4408,13650046.535999998,18258965.293973003,22607266.998689998,27997234.716642004,34690398.642955996,29756032.674641144
Iceland,ISL,244991.67119999998,258158.58,271915.2682,282278.796,288846.74,296204.07,297018.4899,302488.11775800004,308560.222168,312583.78155200003,321355.54988,324860.33,329535.2736,337408.3568,349232.58931,358777.85258700006,364750.884864,371354.0124,381454.825695,287222.87787285715
Israel,ISR,1550443.345,1745969.394,1966649.1506999999,3455645.7081,4340696.32,4724910.72,5145930.0,5348609.326200001,5600634.0,5661822.9285,6163237.394599999,6482183.332099999,6807153.925999999,7108414.699599999,7437852.689599999,7857776.465999999,8305320.8223,8462083.6866,8778640.21,7807604.858399999
Italy,ITA,19174602.6948,20289319.4,22088897.6221,23836986.649,26195543.314300004,28856266.7295,31820117.4456,32296482.311100002,33241024.0011,35212344.363164,33822165.6589,35309792.794694,37179388.756014,38184921.546057,44946055.45472,40526599.562067,41894523.105734,44268453.370779,50197438.245868996,51340723.43605
Jamaica,JAM,267222.5,343944.44800000003,442958.752,572611.8,643249.8600000001,665089.785,760528.7656,1033490.3066840001,936804.0970000001,1032747.877,1128750.027223,1183263.485208,1246672.178135,1550700.365844,1923715.0680650002,2000033.40911,2162231.67776,2337134.758974,2416636.78564,2512940.1203835
Jordan,JOR,685771.845807,779800.4571230001,891289.963941,1365445.4,1607669.18,1856855.78,1984795.696,2610667.976,2807236.99,3308608.9259999995,4061770.02,5175152.0638,5618575.070499999,6601075.77,6821423.512,7479362.791676999,8520272.762583999,9517066.16,10186918.015,10289932.4287095
Japan,JPN,79715070.57900001,85507097.10299999,87816903.46199998,95104743.0,96559502.0,99876660.0,100163547.0,101057227.65300001,101460460.35599999,112431214.33,113411570.768,115772051.78,118412847.85199998,116466971.58,112540197.30399999,117427287.43200001,113912042.895,104207761.70161301,106260394.908426,113827922.8598625
Kazakhstan,KAZ,420091.02912009996,472929.31800070003,526329.0226292,653540.0027999999,1806917.75,3024811.972,5320431.96,8635397.012,10713621.816996,11114003.139084,11758748.1,12808998.818531,13696986.8772,14255055.349577,14938659.979353,15728322.60468,16743437.884842,17951673.59172,18491323.034121,18882295.64364
Kenya,KEN,1049571.7259614998,1110371.137196,1328544.288,1673599.3560000001,2038730.252,2464942.351,2995096.8240000005,3762744.568,4608271.815,5848282.83,7598487.6,7810997.604354,7991188.042,8770534.942586001,9790385.865,11607066.446976,14400183.066516,20354149.009194,22142436.675157,51816537.1115425
Kyrgyz Republic,KGZ,259849.77462875002,543822.119651,642219.946737,739154.34535,835040.453,862342.88,891130.6170000001,970652.6375,1119111.048,1328744.5,1671354.8425,1826929.537685,2501011.6875,3203801.314,4046881.2979999995,4224325.250999999,4843148.76,5113918.022976,5564153.5208085,6701525.0225
Cambodia,KHM,39792.072474470006,42645.54457044,63879.34236996001,67824.673,71672.7429,75667.09300000001,182709.14760000003,456400.104,738287.199,910212.48,2155548.08,1005073.4210068999,5136070.379954999,5288187.608116,7794389.370504,8620694.388936,8973350.604791999,9437781.47722,9759019.673471998,16578342.6633
Kiribati,KIR,3362.975,3921.4,4500.765,6124.08,7295.54,9550.0899,9859.452800000001,11064.7,12066.936912,13091.37,14127.435,17405.435,23007.716732,30441.1214,40271.11657600001,53275.744557,65645.247915,69386.998238,71003.056366,127100.90855
St. Kitts and Nevis,KNA,11457.265755,15788.58,17929.065,20317.11,23042.82,26132.212000000003,29512.98,29631.952,30101.12,30406.574,30796.206000000002,31171.593999999997,31540.25,31899.9,32247.487999999998,32584.688000000002,32938.033110000004,32326.981322000003,35712.533675,45196.165905
"Korea, Rep.",KOR,34955991.313,35415652.335,37830306.052,38362706.744,39734313.48,40235193.35999999,41476791.744,41826478.559058,42203016.4171,42748572.596099995,44432150.727312,45860549.79996099,47552144.83929,48829460.616234,49533468.658282004,49775810.479472,50024614.283189,50512212.206307,50209511.881334,50376364.92504
Kuwait,KWT,494610.91372,579911.893668,680835.0074959999,872744.676,1113596.82,1420105.872,1807230.4079999998,2060423.5724739998,2350993.2905,2647019.0823999997,2885044.412,3144350.68,3427506.1759999995,4071715.76,4306169.05782,4422001.288931999,4360924.212753001,4347782.405,4582464.798348,4841155.40766
Latin America & Caribbean (excluding high income),LAC,69672215.25403374,81012315.64897428,103269787.03802456,119128690.73612821,133876918.07762936,158450150.97411954,179388493.20390242,206217931.0018207,227476405.25236645,245919747.6693123,262591669.74932808,296667016.6563676,316808439.8226649,336225885.8043096,359188944.7225678,394218096.2918184,428278003.3522669,442138211.73522025,457946881.21302927,495014992.8398011
Lao PDR,LAO,20896.76211684,49911.89969711,69762.88048,99322.2704,218288.3995,374498.52,443393.58,578393.1,700640.198506,826423.125,955872.3271999999,1237899.39,1510954.9974,1790357.372288,2587480.3349999995,3404026.6764279995,3967127.82,4620980.28,5000645.962836,6348944.792255206
Lebanon,LBN,413935.11,473649.7428,712670.4,907787.7131999999,1109682.2562,1504675.3018,2202034.5984,2649930.4,3206881.5035159998,4049122.38,4633302.7,4789627.06,4812480.966,4816037.351424,4841152.271000001,4884842.742,5010166.799586,5024090.660372,5173038.723258,4761072.002039199
Liberia,LBR,978.990091904,232024.87828425,336879.27213175,20230.2978185,20251.3159,78860.56,93354.47,105529.45,113699.118,143047.64800000002,246928.2513,465943.1,746630.4559999999,790374.775,934553.2139999999,1184396.827546,1413625.433297,1462807.061928,1618839.1498500002,4509681.95871197
Libya,LBY,202668.18498120003,229535.40216420003,257211.8652155,288248.8236,561188.7,687602.0880000001,909697.46,888048.42,939257.8559999999,1040263.62,1141479.9552000002,2197957.0935,2566632.762,2786481.3950000005,3023857.7825000007,3335891.100129,6170036.355846,6017649.62115,6387873.5092050005,5971073.067017156
St. Lucia,LCA,35139.262528,35683.5942,40826.555,46804.482,50642.4,52659.39,55544.45,58412.34,79157.02755,85644.286,92641.416,100220.565,108373.58200000001,117091.088,122849.79800000001,128804.225,135142.37649999998,134109.29684,132630.293879,145877.17854134177
Latin America & Caribbean,LCN,78942920.69794643,92150049.48,116282663.793,134697823.065,152350814.245,180230319.99,203949099.055,233470334.121,258169316.37,279663325.177,298433238.646,336011944.161,359181814.95,392695238.005,415099526.485,435780295.0,478313734.93799996,493418201.0,506809302.296,532665415.44
Least developed countries: UN classification,LDC,3967492.845297318,5691003.67022305,8289812.769128208,14377058.924899627,15505489.76672604,20121070.052939795,26660986.643631116,33173261.820634812,41991829.99828771,53528753.7278586,81326919.25599062,101535360.65310389,138432923.46959484,164223125.58217528,196922127.0797875,243123111.02421966,274480946.8679934,313739831.38952714,348565493.125923,627550522.0725
Low income,LIC,2538936.5282615866,3601245.336,5101189.401000001,10028582.844,12285159.5,15673135.682,19242002.07,22461966.408000004,26923131.144,32121018.081,40431046.39,52703610.778000005,62610350.028000005,75571397.0,89906067.3,115625714.05,127757419.87200001,150814484.496,169897190.571,199582393.045
Liechtenstein,LIE,22048.629078,22023.462642000002,22498.729254,22948.580124000004,24831.1,26806.5,28817.6,30865.2,32774.180589,34690.992,35463.820799999994,36234.651527999995,36997.095324,37789.880291999994,8089.028999999999,35919.930543,36703.054599,37446.002308,38231.040678,14292.866666666667
Sri Lanka,LKA,290498.908468,362290.2183419999,516456.6758127,795110.7459999999,7880422.396000001,8562029.4375,9406029.5945,10210397.328000002,10903085.894133,11218825.0,2181690.0,3200022.0,4706277.1,5382444.0,6132610.0,6976960.0,7931324.392999999,9849028.836000001,11114167.126999998,9835847.666666666
Lower middle income,LMC,67164258.61237845,84082207.05,104608674.06,135531846.54799998,157611602.11200002,187906188.15,257434618.408,316269740.17899996,358443657.816,407097662.2879999,468091477.502,533326820.48950005,611461017.227,691610457.1455001,788070598.0875,986294759.8340001,1287416174.961,1405948240.476,1511478247.1005,1644601868.52
Low & middle income,LMY,285898969.7454463,342972329.3176291,428020149.04786706,565387213.1569558,713471715.3159752,870136093.9148616,1077658668.8041513,1248777732.4165473,1402704683.3290198,1546644869.456723,1713037776.4775999,1900238202.7730973,2090107968.9400253,2275053932.9579134,2539954437.61412,2908778120.6350703,3366445243.131822,3634392186.970703,4075538855.390753,4147963247.1546307
Lesotho,LSO,42882.305620800005,50394.24348999999,57957.236717299995,67298.4816524,70402.1678,73688.84760000001,77055.2886,140980.63,203435.4,308475.6,457619.58,526152.75,691405.025458,841272.9,890910.0239999999,934615.8748849999,903618.253044,988196.607694,1075312.98848,1656595.836867193
Late-demographic dividend,LTE,218152714.11062768,259597639.86722434,321642243.2312263,427126897.96173114,553896224.1010835,686569621.7719268,798273402.5124403,895390338.8002504,995183641.8643347,1067963166.6369491,1138012635.6720414,1204380831.8874662,1290211499.2604117,1350995369.8187478,1466588262.5243385,1574115456.0237885,1705466187.4966624,1777162253.6403074,1832364569.8968854,1880001460.3725147
Lithuania,LTU,1054660.5225,1203419.6416,1435490.051,1612415.706,1766063.1582,1890158.6016,1924031.5784,1927092.386,2008679.7879,2024623.893481,2115218.949945,2073469.56471,2133292.697946,2195273.473659,2233462.919718,2279510.053203,2321305.711175,2434783.346895,2484032.6596379997,2541436.0009649997
Luxembourg,LUX,301792.986,325610.6,342709.0887,378810.4756,401816.895,434614.3373,459400.8086,466667.285753,488204.31605399994,509543.9904,526668.309938,548965.538268,571169.333138,580610.61968,590084.17335,602148.691206,620708.025724,631492.902976,641621.44926,662084.20997
Latvia,LVA,873112.4675999999,1029847.54,1189704.8591,1301932.3025,1380639.8801999998,1431491.5596,1435147.131,1436647.0275,1487492.018481,1514202.8945679998,1511807.133102,1566213.249162,1564535.4910769998,1556014.5049679996,1610678.068328,1648480.14881,1689461.15202,1718270.4440399997,1710804.2242830002,1730777.119155
"Macao SAR, China",MAC,143158.20270000002,165075.83150000003,231489.6,246526.343,266240.68,288900.0,296413.26,330879.5352,348179.49,389470.2,433827.8553,498891.0429,532720.575,539300.8644,552119.3249,581064.288,599466.6042000001,603794.7825000001,608123.2872,611722.3416
Morocco,MAR,3476916.3764220006,4579343.873536,6083831.144736,6705090.62,10461839.877,13228711.314,16882848.32,15175171.5121,18484173.707801,18921039.76,19419627.02588,19754011.2304,20408588.675384,21892471.519824,23225562.23064,30460752.241192,30774782.106432,32568060.597926002,33558828.536000006,33205294.964925002
Monaco,MCO,16958.008914000002,17865.212079999998,19707.36132,20495.928349,21409.71,22687.164,24872.25,27258.638,30198.57,32150.429,33382.272000000004,34317.548181,35489.808632,36567.62934,21958.371003,31759.926272999997,37506.22745,37901.937952,38299.383456,33493.901328
Moldova,MDA,307829.868762,422667.172455,565263.011202,587794.1455,671020.0387,787933.575,849546.6672,917426.1693000001,991102.266,1070618.5152,1914736.05,1956824.82,1990262.06,1374839.311,1361723.1090000002,1538869.10352,1534048.8348899998,1569807.705323,1606577.790246,2062303.595253
Madagascar,MDG,97750.55939231999,108773.87177453999,119875.53224767999,132070.7895,345243.36,351220.664,377116.78,433623.7,539636.074,723278.7,916280.876,1061302.9134694,1230262.9974432,1714456.0,2392058.562,3338768.3119560005,4580336.744976,5383379.331978999,6263288.256797,25530563.573207997
Maldives,MDV,19857.841972500002,21050.4772269,34637.851764,52890.077000000005,77991.44,86372.2,95718.1176,127049.16,150588.634218,176430.87,203830.45760000002,233181.23148000002,263768.26,297886.55,335427.191,377843.74250700005,397164.291404,439940.24882200005,439787.302614,419583.83581799996
Middle East & North Africa,MEA,29284109.685789112,34922538.336,43045422.37,56374452.495,71781664.05600001,84692032.92199999,98929076.47199999,112856906.966,129494440.296,149518505.312,173030533.515,195412021.11900002,217953119.39,252039302.78,271147546.53,300552513.962,336669409.80399996,354361053.0239999,376043042.525,394957925.943
Mexico,MEX,14719572.470999999,18210159.838400003,20935915.6032,22635944.316,23962257.9248,29500726.5114,35280219.3975,42843270.777552,46435237.68,51432116.8258,53167082.734677,69533036.05886,72788943.390804,65441271.42812599,70582966.35775599,87571405.389222,90648897.302708,96535826.64721999,101131323.385674,105326888.02848801
Marshall Islands,MHL,1864.3620598,2013.2780219999997,1973.4031527999998,2055.3825,2393.3799999999997,2913.064,3643.08,5190.7,6427.375,7095.34,8365.728000000001,9409.8112,14211.461502,18007.281348,22553.679808171943,26042.505020742752,30418.971328000003,29882.569359000005,29345.902325999996,32354.4070882
Middle income,MIC,282936860.3719639,338381388.96042424,418944803.2069775,554287148.9833267,698561903.2030993,850504809.2473555,1050918936.4544694,1219618823.3435297,1367306376.480621,1507588186.8134677,1657465050.6639292,1831161337.7343256,2014424797.6372068,2189974257.75012,2424571678.9393153,2779155573.1324186,3233577666.286892,3462074080.0651674,3931818962.9933057,5040221850.939527
North Macedonia,MKD,492755.8584,530409.785,570764.9394,719804.6789999999,907675.3772,1014061.4414,1010128.662,1098504.6660000002,1108680.234679,1254379.9183999998,1305060.530845,1345972.05886,1375534.458784,1414818.439376,1495520.117578,1527519.3057979997,1510987.02282,1525138.9747479998,1542858.3444480002,1601579.5368528
Mali,MLI,56709.8466338,68649.46963761,102075.83148153,117107.9775,234570.27740000002,277839.702,318903.96,362319.07800000004,474796.924,611086.525,1261418.69,1920659.1726,2686780.46,3744659.079,4374594.42,4700592.907955,6145949.282948,6820517.02046,7626153.55392,21337317.1242808
Malta,MLT,138918.98159999997,166541.1416,163784.96279999998,190753.55599999998,205017.0032,242783.96219999998,261140.04,283144.66106400004,286458.675972,293550.046446,317723.17067799997,338062.25879999995,355519.65235600004,379134.88188099995,395739.1654,432377.326732,447611.191216,453562.40212800005,486548.35846599995,508060.168785
Myanmar,MMR,11455.315316728,30948.267503985,86991.88256479999,104492.94336503999,106459.7446,107053.0098,122560.955,484314.23600000003,697724.244,904727.844,3750440.916,5568707.103999999,8239311.36,12258155.199917998,17626410.777388,25340028.501801,22242705.64757476,23501895.594745502,44141092.78456439,44755692.668103755
Middle East & North Africa (excluding high income),MNA,23274417.446137633,27264082.557357598,32265737.516298436,39519034.56660174,50687615.84001667,60898457.24380197,72310929.35115767,81855058.72753407,94238033.50921708,109799637.24822308,130374638.51733063,149694931.75540057,168113359.55571294,202108589.11304772,219330117.93434283,256404239.26648402,269824953.8167233,293778457.8924366,314163983.92737156,323207944.01272124
Montenegro,MNE,155485.598853,166464.73100000003,177742.225,189689.5,202982.80099999998,217021.19400000002,232285.5,220819.433085,352742.161188,374649.9417,397255.13288999995,423813.46648199996,434875.2932480001,443579.551679,444998.70581699995,457045.64747599995,482188.13092799997,509113.426567,544517.035647,395568.30402187497
Mongolia,MNG,326464.15278888005,354518.133876495,381775.79867135995,234166.5,259033.698,269111.5,279339.44399999996,348289.625,465711.61999999994,513124.9469999999,590915.846912,681044.4,687758.499248,746743.624131,1512019.4757000003,1669127.3684,2079502.5,2761362.750388,2881412.46546,1913158.9662375
Mozambique,MOZ,134804.60987224002,173473.50657133,175225.58134998,193717.47850000003,340376.96160000004,600098.7660000001,959068.0995,1087855.794,1216892.3,1377838.605,1547308.5,1725592.18,1913597.35,2195944.9473769,3163032.1960000005,4374654.85068,5488700.786711999,6331920.8288,6925410.08922,15377427.558674999
Mauritania,MRT,13811.7565608,19690.69601994,29523.6516926,44342.403129900005,59527.130300000004,74885.4144,135638.6,157626.495,180951.7,231527.71600000001,454124.652,698008.7840000001,984884.337,1018965.2,1522527.435,1890765.2995560002,1889393.405106,2073571.7800639998,2162910.5833920003,1832129.9743387504
Mauritius,MUS,167144.321673,186353.153388,206077.332,250653.186,271342.7901,280796.26790000004,354238.32,437715.19800000003,444833.40440000006,505041.226736,565062.803864,633198.690447,659565.988011,700787.874384,741580.030074,781492.5405,857507.9966060001,906695.1439999999,953204.865,343500.47504437494
Malawi,MWI,43440.68611185,49368.50679159001,56112.56147037,131129.14531695,97834.91899999998,154034.9316,335078.06379999995,508325.2326,683460.856962,816171.708,969035.6654,1025135.22,1106137.557,1262780.05,1482246.48,2777759.792,4345625.927808001,5399227.76085,5689495.283352001,3798806.76
Malaysia,MYS,10671567.075755998,12563874.638732,13641679.84942,15038102.673000002,15384092.921999998,15721750.902,16133201.888,17788843.79,19518142.798,17216681.252375,19542818.405598,22195306.803518,25046552.386855002,25929974.87982,26724034.313669994,28152667.995116,30349793.6669,33168700.986086,33792924.445098,34315828.926246
North America,NAC,210720958.08639795,223902454.686,229392659.727,249968961.04399997,250691591.05200002,244794452.197,248962658.25,245650368.85,263234300.765,255676885.464,263289639.45600003,271301793.516,309310812.02699995,317599625.718,324301413.15,328313261.835,355204774.83299994,357020763.39599997,360362409.08799994,364950265.442
Namibia,NAM,73890.7822704,78860.92149099999,87620.56366559998,97611.62346,109087.61423999998,135030.61,244738.07599999997,257559.0,284018.952756,313098.61199999996,343121.4276,609907.8097,756968.287929,923459.4670220001,1103095.956,1319946.0119999999,1578883.523296,1717615.820336,1797803.2133000002,2881643.469243333
New Caledonia,NCL,72973.33896,79079.24779,82967.10987900001,87879.1125,87595.0075,87439.275,109864.44,133271.5,157547.14,182702.52,196856.8,209549.41702400002,50103.602966900005,232524.16566799997,107083.98433333334,94174.066557,101879.08523200001,108985.97368000001,113631.79848,281760.21038666664
Niger,NER,25196.33294824,30448.09293472,41954.47945754,57791.9611151,107533.405,121171.93,137355.33049999998,154586.54700000002,187286.0745,212978.827,239945.2125012,493745.83737560007,894195.4563827999,2191624.305378,7262894.586,3812058.4450829993,3282659.944878,3751473.65112,4287088.86701,25415200.225978002
