Country Name,Country Code,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Nigeria,NGA,1814191.078563,5146894.3365748,8266397.801233601,10376193.569699999,12607601.12,15070600.152,19163931.89,23650384.524,28368300.625000004,34580443.613000005,39038352.15,42901172.55,47101931.7,51865935.960999995,56768035.135,62217235.377,68240814.166728,70654451.690948,79121051.138448,221284670.28850666
Nicaragua,NIC,122366.35961920001,137097.1116675,152029.7702235,214392.47699999998,295559.429,412931.87299999996,573745.0,616819.406,796673.745,927495.975,1067702.592,1211699.573931,1531478.224188,1920134.2239999997,2406430.08,2912225.312748,3601331.255981,3641151.9494749997,4109225.802696,6622703.087903334
Netherlands,NLD,11156274.9708,13219093.08,13681686.537,14058771.507199997,14376737.4006,14816186.764399998,15073485.436800001,15260808.250799999,15558657.7132,15788839.347648,15459596.288336001,15537991.912443,15397277.19054,15965905.327008,15834466.694456,16180790.126364,15929897.519499999,16139692.99332,16376895.443454001,17342019.133956
Norway,NOR,3567454.8789999997,3790636.2909,3847388.8634999995,4093666.7029000004,4318569.608399999,4446290.9008,4566072.4428,4630641.9712,4750079.344500001,4828354.368682,4947180.10216,5023106.002521,5093092.765658,5084759.717568001,5125558.050972,5240938.08,5089392.1901,5354236.8,5402555.73,5464398.06
Nepal,NPL,117034.36601664001,217461.08819358,303215.1044075,377717.7372,466927.64009999996,535308.7895000001,2168216.7936,2471804.46,3069950.278095,3669469.4680000003,4272613.928,4891839.156264001,5786780.634,6806735.694,8030791.054000001,9889657.04552,10919934.932816,12264050.58583,14727237.520523999,29119407.055859502
New Zealand,NZL,2528020.65,2592790.3478,2887374.0,2946522.88,3068333.94,3429172.2,3500573.22,3561123.2,3598971.2045,3677170.38,3793860.0,3927208.8,4077696.5,4221527.2,4361534.0,4474493.3504,4847611.2484,4893154.8273,4898690.4428,5072980.27135
OECD members,OED,607143140.0749373,655749691.6600517,692700872.2595884,764683354.1065708,797842828.5135802,822985658.3530906,859567842.9220194,877033061.3974729,916949494.0250275,940376514.0504342,967004546.2936423,1007251875.5439594,1069642195.5133309,1084833118.3889506,1116563147.876564,1155091988.5853674,1200836528.3811374,1214128456.3454635,1237968490.1588385,1332910366.2340133
Oman,OMN,162538.2441585,164402.8345116,208720.943574,428705.0232,525305.8,719488.6120000001,987932.237988,1476846.24,2128263.6,2547635.1885,2810512.6657999996,3077153.2935,3374186.9941579998,3638338.2069759993,3931184.835,4144026.5791539997,4306877.910531,4310267.584728,4628478.8387400005,4809514.560073
Other small states,OSS,2188777.060866141,2430674.865911113,2681438.479713615,2996747.687589173,3490244.562378915,3808521.5943255452,4233067.281434904,4846194.787355377,5381509.483704422,5862241.805039572,6399995.644168076,6938607.718406818,7541097.485954356,8313639.789691502,9266423.617868448,9276339.93976232,9769989.918303294,10316548.713724587,11136775.802650273,13545659.546761286
Pakistan,PAK,10558617.155199999,11110276.3794396,11679374.85,12545539.707999999,13264937.91,14578240.05,15939123.76,16299685.2,16821037.125,18996658.02,21426464.7,23901997.13,27265079.481126003,30767152.652599998,34810892.0328,39399790.667391,44497110.601608,59815567.744775,80295957.967162,229503104.143015
Panama,PAN,362207.927395,380467.90583999996,585553.163904,766216.521,1183919.1536,1392960.0947999998,1455042.535,1577126.635,1515051.5938640002,1684292.3587,1748479.669038,2027751.7618899997,2175706.44,2457199.438742,2575966.7123000002,2694471.8548000003,3117336.8120999997,3174561.6951800003,3239342.9937050003,4078177.803761571
Peru,PER,3927158.79,4805301.78,5863169.636999999,7189736.147999999,8779410.8337,9073598.654,10113208.806300001,10552401.3686,11288239.812,11688624.248000002,12120023.826222,12442721.4976,14032432.902797999,15803404.665048001,17560991.588112,19453519.395014998,21427763.891922,23576418.260796,24997783.326500002,30529418.611251853
Philippines,PHL,4530208.1300952,4750784.7712968,5138343.8994174,5437188.4848,5765883.709,8494582.5,24084281.25,28492098.06,30854057.696,33378961.872,36007194.11000001,38860494.048,41840401.848000005,44977792.288,48274191.567,47675487.735678,60260379.508336,71708151.21804999,85713832.217518,102183723.58671871
Papua New Guinea,PNG,95421.16304310001,112168.5480195,118388.07262800001,124682.870232,82604.523,119243.65180000002,97709.0944,157186.92,282848.65,423437.598,554023.665,690716.434,860462.9384572,1028860.409688,5713822.659960501,1919716.84483,2394737.735874,2577579.765696,2753937.3447899995,9109333.637052143
Poland,POL,12420676.8166,14812009.2045,17003376.8286,18526592.16,20256215.7567,22498000.2891,23708269.220799997,23580186.4725,23717157.4884,23907958.864432,25315321.357444998,25829620.56764,27832339.561609,28855323.435404,29446266.720750004,30537871.505525004,31526303.480429996,31572969.014691,32013233.619839,31703266.032890998
Pre-demographic dividend,PRE,6112744.483235355,11026763.139074374,16173292.028499236,21989557.743116938,24327314.89770741,29523160.874109745,38097513.21447919,47356091.74737874,58737453.297890484,72904133.17852353,92077555.35891317,114595567.18500586,138037472.8604329,168799998.79731625,191319274.16766626,223865136.16755164,263824872.87967256,307689699.42243165,356567697.85497856,929499210.4908599
Puerto Rico,PRI,846914.889546,894202.529362,968137.7667360001,1053942.4070000001,1429129.08,1552270.15,1685850.825,1765791.36,2507796.72,2479223.13,2691237.436286,2204331.840816,2338469.1143360003,2285828.198688,2262695.683656,2482662.742616,1717575.6743329985,2766329.7258309997,2810894.599734,2756839.7632529996
Portugal,PRT,3331771.0258,3675115.1670000004,3999521.6688,4437533.5476,4659323.510100001,5101292.826900001,5635462.3,5833051.9,6344656.869600001,6493520.074019999,6718295.571288001,7109047.943004,7271555.014671999,7600714.9736,7678004.34342,7750328.8650320005,8058670.640977,8528719.47779,8816687.075708,9075026.052773999
Paraguay,PRY,186023.50897,430781.5745997,438323.7373636,623207.1706000001,801057.0098,1071863.6039999998,1136118.258,1439904.9095100001,1730182.1472,2207522.205,2610467.896014,3062078.1247889996,3337289.4981660005,3871387.3042800003,4177380.5201699995,4463961.380208,4883960.270924999,5148050.029488,5155475.762688,5344922.130408
West Bank and Gaza,PSE,142440.673634,531429.3798,627106.0893999999,739994.4729599999,874933.75766,1188996.6077,1416024.2140000002,1595130.6487999998,1727319.132,1899745.928,2239662.383496,2421142.164,2615885.712,2819891.565,2942492.028,3308884.9151560003,3650964.7669,4028285.5067000003,4471005.686028,4475508.647175
Pacific island small states,PSS,111719.35228588244,122521.42433722575,144265.96979154533,165879.57224131198,196620.4918999815,248146.2959472739,298759.0225515244,410765.86897699774,487229.7932429341,523074.3275100261,592626.9179159153,678109.6261298188,785246.4763355686,1028573.5282392879,1170913.556121734,1400287.6521908366,1633269.1765579784,1719050.9957327556,1760597.912059207,2343681.3054816
Post-demographic dividend,PST,572636739.5148908,612408887.5763464,636211687.7199628,695542357.3724709,720899187.0462196,737661231.3399866,763619122.9935511,770212850.7108374,803893586.3312957,823541807.953336,844997139.9875125,863316618.8720607,917118060.4017922,934218896.6165718,954913738.4545461,974178283.2763692,1010370268.9640512,1012735544.692654,1031451258.409632,981166964.3318077
French Polynesia,PYF,45722.43962999999,55903.516954000006,66090.03083999999,76174.6242,90899.96729999999,120188.526,132584.2,133146.23,144397.534344,156045.504,167711.6316,179390.845332,191070.539912,203634.17239300002,259726.22324121822,261076.53308080044,265311.0683175025,266731.92097358,269576.13564333855,247881.75620160002
Qatar,QAT,160092.097312,204152.28767999998,281869.026771,447180.15,632133.534,854327.493,1115614.08,1121085.09,1193649.534,1634711.3779999998,1968631.5004999998,2177737.080336,2356346.309911,2479343.5481600002,2571773.691552,2629495.582896,2784446.718144,2504910.0,2657333.0,2355641.6864831997
Romania,ROU,3217762.2,4583732.275,5226381.216,5909883.906,6658379.075,7454500.242000001,8084575.590299999,8061025.9528,9202626.458,9944784.902985,10766437.390557,11049821.581311999,11723636.955679998,12487276.917195,13764455.15761,14268671.625599999,15114609.683249999,15984205.606336,16287059.713562,17001703.290286
Russian Federation,RUS,18526192.433704004,21853179.251338,25782265.225421,35215741.1124,45677557.12,60755165.57399999,69996239.32,82950553.1,94629775.02,97744692.14860001,101712627.96624799,101391984.79027198,105993829.93044,110434646.35406,117575742.222582,120205799.654802,123450677.807156,127686619.13715601,130416150.07994002,132672413.61850001
Rwanda,RWA,37987.72504776,50346.88803648,978464.8185760728,202018.3276887,441192.105,774653.2640000001,825404.24,740161.31,868975.0113884999,998400.6,1204664.242,1455002.75,1740200.7179999999,2098754.32,2397695.232,2728720.0787400003,3109669.2060000002,3930720.1232,4701482.9871499995,13233024.8493
South Asia,SAS,33741086.14086365,39945260.09822056,47493664.79528,63985488.14393258,71895253.47516233,84702162.73711206,119810590.03854643,156288412.11156425,173649983.2107541,196983774.85440308,226532674.37896118,253789528.2628031,293084741.2526755,330860246.5286914,373957752.98115325,524112293.0235982,740255488.4602654,820274337.8776534,1298889546.2654848,1901092530.2652502
Saudi Arabia,SAU,2013072.9306,2612134.0245,4175863.5858239997,6710493.9,8383635.72,9202708.52,9831179.67,11918636.825,14131184.94,16712522.42,18319978.001401,20757032.125884,23178286.783014003,29173109.93538,28176149.8011,28778481.401353,30878011.99373,30784383.0,32175224.0,33264292.0
Senegal,SEN,481396.57258080004,537806.0911296,645355.3750356,810976.7015999999,857885.8807999999,925304.175,1010833.04,1269971.9060000002,1437533.46,1796121.219,2504922.0539999995,3166752.827,3858579.745608,4587270.317862,5617817.794,7097168.147999999,8950131.178272,9467016.645447,10587696.414696,17561123.8557495
Singapore,SGP,2583331.68,2602114.82,2596805.35,3207430.7010000004,3339183.24,3441425.37,3604479.72,3680418.48,3824954.64,4368035.440402,4322679.119408,4373371.13026,4735479.4610089995,4739676.740319,4971372.5274559995,5073284.700517,5231186.9297009995,5285852.484802,5408942.452858,5579531.346223999
Solomon Islands,SLB,3083.41952203,4078.6830864,8093.357819,10003.12,15263.7,20725.64,26648.4,33176.7,40137.506244000004,47595.6,55521.72,63944.697075000004,72867.651411,103536.472,148202.109,208978.18899999998,294469.060446,360944.233983,351147.74695,742389.9732416666
Sierra Leone,SLE,10872.53396736,11850.247511040001,12805.16549754,13788.9583692,14736.805,15744.6796,36091.7412,57485.259000000005,163777.0,268562.04,416523.268605,446498.391351,848297.6760959999,976790.429331,1193620.9540000001,1608254.128,2173429.343998,2233705.4219,2512159.907026,7725296.327370668
El Salvador,SLV,192149.47199999998,252234.276,330127.545,367200.2464,607753.1376,732446.5869,964851.5910000001,1151034.003,1242445.31565,1418642.7210269999,1526052.428235,1657385.943576,1798052.1768,2101460.355331,2724275.4659999995,3141723.0260159997,3404218.7434219997,3665800.671052,3949598.414315,5667424.159656
San Marino,SMR,14895.314991,14995.454255999999,15154.994008,15719.357728,17262.1224,17925.0786,8062.43,16179.52,3631.0685445,4065.5794065,4309.1048175,4698.119261000001,5110.3144354999995,20356.662975,18522.284284666664,23519.088141,27103.215,27973.608399999997,28712.239285,29909.81339333333
Somalia,SOM,108305.173431,114673.46151239998,120754.6681044,127066.54423679998,133272.8945596,138822.89492609998,3993245.2040000004,154360.375,171552.78972,193043.91,217433.7033,243002.5488,269756.312,298936.7034745,9813431.522405999,11643895.398712499,2501624.9822670002,3430209.8251860007,4913323.572000001,15943655.467978334
Serbia,SRB,1753841.895,1956922.2470000002,2015946.768,2446993.4385,2616679.032,2789227.4669999997,2982197.3239999996,3053811.018,3463920.057,3830551.244712,4427063.912037,4634491.31411,4733084.866896,4937825.598263999,5122487.172627999,5376778.689479999,5406707.063679999,5547142.206834,5567367.398967001,5653383.429225001
Sub-Saharan Africa (excluding high income),SSA,11281142.36184625,15697138.747157402,21322553.286826026,27839012.869318657,31133774.799977247,37646215.881257184,55015441.19916634,69947634.86000612,87898917.24388938,108659802.91632937,133644804.57589953,166343093.33831444,191631908.24185675,216083626.85451585,252306943.48400855,279683733.8692902,331667427.16063833,372906066.75796133,420450855.14313895,768829561.2917501
Sub-Saharan Africa,SSF,11302715.261170432,15593302.26,20031734.2,27177641.138999995,32172961.136,38295280.848000005,54574666.077,69884137.57599999,86937268.52,107806852.566,131730856.884,158913922.67,183191401.056,212945504.459,246419334.0,288246851.35400003,334338418.986,376489744.45,413014080.52800006,462384163.55100006
Small states,SST,2706951.9692049385,3079503.4409999996,3438453.4080000003,3877001.6670000004,4511162.31,5024764.221,5647987.367,6482303.44,7173159.811999999,7784472.816000001,8491107.39,9213783.852,9987714.840999998,11119254.705,11765912.976000002,12848687.166000001,13837541.158,14536756.5,15023959.271999998,15736999.803
Sao Tome and Principe,STP,21010.879445000002,22240.718204999997,23490.78116,24760.0785,26903.1564,29185.6773,34087.875,37429.066188000004,40866.538836,44424.04,48030.8247,51715.1362,57032.92,67472.22,79871.06,94532.656,112097.96194499999,124550.751618,128970.99319499999,186707.763367
Suriname,SUR,31226.2184415,33252.0787717,49872.772511099996,74926.3576,113143.79699999999,170462.9248,173720.6757,178006.08,195127.875996,212813.48,230609.4984,248725.80702600002,266841.678,290594.015276,330331.663,375576.16,427623.210973,444835.68832,472117.77069599996,528528.7913773333
Slovak Republic,SVK,2841398.892,2965252.1832999997,3013208.6832,3321516.3959999997,3552983.3965,3770484.2,4081850.1388,4018557.0495999996,4148153.8509,4216091.216618,4334068.472107001,4210751.634946999,4370483.567682,4439811.194623999,4381867.355018999,4518962.592939001,4908626.367843,4843997.078232,4837936.576104,4732828.18294
Slovenia,SVN,814980.5972,936421.8794,1083909.4068,1145082.4228,1172363.28,1305388.16,1434008.1,1382384.4762000002,1406068.1764999998,1497083.2024680001,1476095.18874,1508414.335097,1559075.73437,1630078.4393520001,1653930.465,1735623.3593400002,1820722.185447,1876274.6331600002,1877899.5735,1916428.122119
Sweden,SWE,7544673.155900001,7659785.9276,7969051.188000001,7502350.2492,8297673.3,8461648.65,8440313.4,8766034.9001,8870152.6932,9099584.829844,8971190.03196,8879062.032972,8896135.010265,9354292.774974,9081073.23858,9712869.808457999,9788081.946148,9860679.521133,9963611.183277,10083904.532855999
Eswatini,SWZ,34648.9773171,39891.0117312,40086.6105144,44718.905,75219.2335,98800.67820000001,122726.15999999997,202663.1229,233558.960934,279107.53,284074.75,293051.53759,328414.1499,408842.835,460558.026,517964.686,584592.26477,678090.7868840001,710021.590334,1134805.1185584
Seychelles,SYC,20018.414474999998,21056.952114,29569.391999999996,32635.6654,35165.0064,11453.4976,36805.7,37743.03324,41569.52028,45334.295999999995,46825.781373,50688.775724,53506.42251899999,59997.718,66959.304,74780.74999999999,83517.733026,80148.35355,103892.748212,106288.9317054
Syrian Arab Republic,SYR,792444.5563124999,1062640.5551801,1538079.566661,2401674.375,3029118.96,3802015.637,4653861.147,5147572.05,5530645.168763,5676732.254,5694870.813099999,5823461.627164001,6116998.120464,6286466.436000001,6611438.256500001,7052499.531,7531485.6962,9922575.952674,11101850.387644501,20117087.0188236
Chad,TCD,35803.3939312,41235.73355736,62209.24839504,93886.593935,136567.9224,178406.31,209313.775,242344.94299999997,277430.958,342276.975,411471.66199999995,512666.735,876649.99,999856.5760000001,1130957.17,1268076.9479999999,1437073.9161168998,1962126.2415609998,2248577.246124,15799258.0450224
East Asia & Pacific (IDA & IBRD countries),TEA,129352088.38012621,157456921.272,194619246.132,276162366.09,374316205.965,464200285.44,570952500.671,642240089.19,715279167.335,773438413.4640001,830163925.408,895452383.07,975854594.9970001,1032786424.4490001,1157736715.9559999,1266372957.908,1408350328.224,1501078401.2280002,1572016797.758,1653021956.016
Europe & Central Asia (IDA & IBRD countries),TEC,56492971.823756486,64434979.73849999,78091155.724,100896464.975,124444367.11800002,153574130.604,177617576.199,202404975.2725,227065828.31599998,241279751.38800004,259725312.9875,269223634.6045,288400728.42800003,306739421.18850005,330189651.8595,347855577.31200004,364635629.39699996,381699905.76199996,392685585.09549993,404860448.66400003
Togo,TGO,85447.62,105203.35800000001,120213.36,136143.568,152851.48799999998,170348.49,201977.7,242076.59,284029.44,327844.89,425929.65,545619.4839999999,888772.4859000001,995878.61828,1280110.59,1754165.493564,2516273.5236400003,2885925.9723289995,3419668.5124560003,8268540.987812
Thailand,THA,6988511.414331,9919777.529199999,11423481.063009,13440609.518200003,12306809.06,13692337.08,15361796.127999999,16333937.126392,18372791.5308,20213175.9916,24495752.007987,27733889.502995,33661967.46705,37637974.947853,40554103.685825,47671310.156004,55768381.880508006,61161609.087072,63110733.86498799,64198918.58212
Tajikistan,TJK,5261.309025053,20683.446168000002,266240.3255406,517831.11544739996,644311.7834,754266.1610000001,883822.2855000001,1019569.4855,1162843.5884,1314675.84,1473629.0447999998,1640600.8320000002,1814794.6657,1995273.7416,5554461.212183334,6394759.665456001,2685359.6957099997,2824621.7271999996,3674478.817584,9010393.872498667
Turkmenistan,TKM,37386.698590219996,50383.98659049,67919.6534485,73750.1653256,93538.0075,106306.04400000001,166930.68,284170.85,417971.353068,570176.736,741184.526,932166.59536,1144190.456023,1382815.5331100002,4162309.2469000006,4596118.603552,3535562.707596,3699918.8331,4113517.0846480005,6179627.576058667
Latin America & the Caribbean (IDA & IBRD countries),TLA,76983057.169755,90044529.266,114073435.81699999,132023516.35,149244675.474,176987393.71600002,200137732.2,229534226.435,253683560.95599997,274135811.232,292541475.31,329288068.74600005,351402845.351,383620638.33599997,405659477.22,425317768.76,467497857.582,481735583.6,495599982.255,520984728.5289999
Timor-Leste,TLS,0.0,939.1294528980001,4882.985,10048.89,15486.435,21175.64,32540.37,44408.28,79441.95,127456.45,206833.025,224154.366,260402.14399999997,302912.126,352164.684,364324.44347000006,424505.36873100005,479848.851573,558016.467695,1073513.793
Middle East & North Africa (IDA & IBRD countries),TMN,23139454.24474078,26695321.17,31743889.254,38905922.594000004,49966242.15,59753146.992000006,70947781.905,80408595.84,92714836.39800002,108081479.615,128426721.936,146664539.542,165478216.088,190381354.988,208507541.694,235739080.50899997,269291379.483,286899504.72,305437658.24,321864786.36
Tonga,TON,4152.7946827000005,5186.1002038,6219.9868682,7662.7880562,8680.146054,10720.3,17184.0,26892.5,32238.0,35072.32812,38330.626296,41007.096735,42156.83800000001,48674.472,56372.778,65292.4841141331,70450.0575148104,60708.01814,61834.724,64396.886333333336
South Asia (IDA & IBRD),TSA,33741086.14086365,39945260.09822056,47493664.79528,63985488.14393258,71895253.47516233,84702162.73711206,119810590.03854643,156288412.11156425,173649983.2107541,196983774.85440308,226532674.37896118,253789528.2628031,293084741.2526755,330860246.5286914,373957752.98115325,524112293.0235982,740255488.4602654,820274337.8776534,893361648.546,958856572.2633334
Sub-Saharan Africa (IDA & IBRD countries),TSS,11302715.261170432,15593302.26,20031734.2,27177641.138999995,32172961.136,38295280.848000005,54574666.077,69884137.57599999,86937268.52,107806852.566,131730856.884,158913922.67,183191401.056,212945504.459,246419334.0,288246851.35400003,334338418.986,376489744.45,413014080.52800006,462384163.55100006
Trinidad and Tobago,TTO,363579.52734,375101.642898,389431.22392799996,420929.724,455388.27599999995,580376.958,639091.29,733066.488,767736.55,802993.6429999999,839494.032,878633.2169999998,917940.81,957782.8979999999,989492.504,1022988.75,1056222.847425,1080370.82,1092429.568615,726424.5028566666
Tunisia,TUN,867053.7431765998,990175.0515247999,1343626.18824,1785531.0420000001,2902387.4155,3628687.0167,3961880.639999999,4256439.685,4562573.871152,4879916.118,5204211.340799999,5302052.76,5718222.304,6466049.690996,7552377.5607119985,7920679.027000001,8208982.413147999,8231076.3624100005,8948661.719586,8484236.652744668
Turkiye,TUR,10000803.558600001,10718349.5122,12776271.6576,20086267.4656,24420461.728599995,26222270.984,29125204.13,31964925.394253,33926850.7251,35218276.1,39391626.864616,42038521.53855,46256867.433874,51949947.450508006,57833957.123312,61089544.59047999,64764547.41728,68502985.226712,70904859.96963601,73346796.795755
Tuvalu,TUV,746.016,825.02,915.0959999999999,1018.2,1155.952,1339.0080000000003,1549.644,1778.7,2044.658,2332.212,2647.1440000000002,2992.8990000000003,3388.3,3825.8880000000004,4738.116214,4880.69787,7845.255176000001,8386.410114,8112.634695999999,8320.8818496
Tanzania,TZA,334440.918951,431002.836,523833.726,662968.192,808843.832,1047215.568,1297996.152,1472939.744,1871283.27,2148261.632,3524605.84,5202096.2,7268502.363546001,8904462.4,9821751.795000002,10815572.352743002,15634888.754352,18661637.650592,20637440.970573,55676610.184505194
Uganda,UGA,195504.63319065,487179.2172869,728303.9942808001,1088865.053571,1184934.6564,1289497.1909999999,1392804.486,1534308.978,1648197.024,1802189.142,1965359.1060000001,2176823.868,2289149.9680000003,2370465.892,2493949.86,2587638.644891216,3289829.248,4591093.0,22139608.354298,40085390.40632281
Ukraine,UKR,1674235.3008636,1784344.1446656,2130434.6860728003,3082613.269,5150109.25,8345647.848999999,10824248.699000001,13294197.362799,16298286.751200002,18890803.51257,21255789.6168,22381763.270016,24177377.128319997,26757057.364695,28279618.013524,31526327.507583994,33526944.225305997,35092629.53112,25325898.207785998,30636097.031090397
Upper middle income,UMC,216353386.01929837,252798692.61,314869946.454,420485803.68799996,540624075.174,660195088.794,789308721.09,899877866.372,1005215281.7229999,1099261331.275,1183762341.022,1290678926.849,1396098993.6279998,1497726131.2020001,1641392842.04,1794053365.2319999,1962925329.151,2071757283.6350002,2152967424.444,2253491567.2
Uruguay,URY,560206.8263879999,660052.250022,967114.764,1120352.02,1297755.561,1383618.0379999997,1539821.12,1710144.4107749998,1816252.589738,1929924.9153,2062886.7847499999,2174755.5210360005,2243843.912,2382830.924112,2740298.6731119994,2831622.1590899997,2905131.9392800005,2977012.9525800003,3047515.24049,2812260.823005333
United States,USA,189615733.294734,200857017.524919,205676853.90054402,225923405.25,225029534.84,217807785.59,221756628.81669998,217265603.383895,234466613.51400003,225666802.15800002,232422020.17,239124391.064748,276369794.38421994,283750012.089872,289248210.89481103,293626461.957759,320178103.02954406,321354343.548784,323706188.232889,288057175.31714666
Uzbekistan,UZB,675131.059755,881248.0948225,1705620.3037776,2028155.455248,2496555.7234513997,3324780.0319999997,4513295.454,5361114.456,6905809.108000001,7966049.42,10729162.87,13160720.088,14638456.066584,15495939.686,17870166.48,23207149.504,23879910.492,26227383.741184,29313783.245,31735401.943752
St. Vincent and the Grenadines,VCT,8317.259669500001,10343.46586,13441.68,17844.96,23315.88,34257.48,37056.183000000005,40131.083000000006,43494.4,47038.725,50971.59,52838.24,54769.735,56741.031,58758.56,77050.559061,80156.972494,80959.314748,79332.397228,87421.68704599999
"Venezuela, RB",VEN,2213807.8274586,3362421.9761200007,4144876.7694420004,5759362.312899999,7260296.5248,9299323.446,10767455.8437,11738292.266399998,14496181.206826,16421796.702,17244825.03,17732903.76,18459432.0,18828238.968,18068160.030856,20893133.127412,21347640.080142,21804835.08241867,22013074.853504,23644457.889671996
Virgin Islands (U.S.),VIR,29694.736820000002,29655.713679,29620.065294,29618.577441,29659.370346,29698.901859999998,33829.0554,38551.24,43867.962051999995,48942.573,54016.517400000004,59068.291392,64088.45982800001,69064.82577499999,69798.820986,75127.510045,77246.93067,80158.69412,82546.03901133333,84786.994878
Viet Nam,VNM,6139833.5536011,10330569.987887,14177741.955762,17358441.51475,20374048.4896,22955134.779,26805004.087999996,31025837.7198,32939811.007999998,34870645.04,37588626.98,41770464.3,49820062.01,55335894.4278,67219746.337801,66721069.38201601,68949671.273,73419736.2258,78339026.7645,78354991.51359999
Vanuatu,VUT,9764.278326,10711.518708,12632.7694457,15046.768,16493.342515199998,17454.825,19059.84,22399.607999999997,26376.62034,28756.466,48925.12,59477.298914,65300.88,85780.156,112677.305,148125.45042500002,192123.85388,209862.15215999997,218784.092848,233065.50660000005
World,WLD,911398198.8370488,1025800511.97,1152131757.566,1369066806.6845002,1557269432.7480001,1756696772.8579998,1995191301.405,2196722515.685,2403898488.975,2571921498.318,2757716597.0625,2969147216.4795003,3229736510.0715,3456807552.3809996,3740496495.885,4137306551.98,4658690302.1735,4926976663.212,5145548098.558001,5433704424.674
Samoa,WSM,5728.1438697,6268.6057302,8389.034315300001,8965.7297494,9565.4618334,11490.78,13511.61,21418.43,25392.454049999997,30335.004000000004,42407.844,51266.75274,64509.183,80933.51,101922.76200000002,128407.59668,148267.75658400002,163081.951487,162063.333809,146030.86200000002
"Yemen, Rep.",YEM,194707.69349241,238976.83131,293775.2982906,1218335.9082,1730212.7348999998,2582401.3104000003,3304166.7945,4111230.7978499997,4960676.223855,5862590.4,6816032.679500001,7504861.069665999,7892137.78592,8841364.636464,19002488.965,22981733.213800002,4992103.593176,5529474.58263,6763461.462448,26549398.526000004
South Africa,ZAF,4127586.0089551997,3706080.9172182,3803438.9289778,4075322.3082192,4308960.6957,5172851.6,12562572.24,18002471.138499998,22050852.47,25425637.815,27241470.62,29450349.898567,30920157.54,32372171.981188003,36574512.624,41530908.620565,43673228.68576799,45606271.213002004,46598543.62230001,42605146.81600001
Zambia,ZMB,124720.17800000001,152344.647,194072.848,238736.615,286469.128,337259.725,418967.82,505322.86,611458.7889999999,739151.8559999999,1033195.475,1443119.8320000002,1742185.5690000001,2127841.04,2570220.367,3462087.893,4669399.2998399995,5283270.104535,6294608.9607959995,13967952.41
Zimbabwe,ZWE,259683.81600000002,299602.368,303274.68,384121.74,453570.215,525711.6,854819.072,1142015.6160000002,1658146.44,2172140.24,2324991.678273,3274738.728564,3375587.9728,3614245.6079999995,3758613.0,4060397.137944,4549160.807568,5128027.12136,5232325.66944,11013714.028000003
